Date,Team,Acquired,Relinquished,Notes
2013-01-02,Celtics,,Fab Melo,Head
2013-01-03,Knicks,,Rasheed Wallace,Foot
2013-01-03,Timberwolves,,Malcom Lee,Knee
2013-01-03,Timberwolves,,Ricky Rubio,Back
2013-01-04,Clippers,,Jamal Crawford,Foot
2013-01-04,Grizzlies,,Zach Randolph,Ankle
2013-01-04,Hawks,,Anthony Morrow,Hip
2013-01-04,Hawks,,Johan Petro,Back
2013-01-04,Jazz,,Enes Kanter,Ankle
2013-01-04,Jazz,,Mo Williams,Thumb
2013-01-04,Kings,,Marcus Thornton ,Ankle
2013-01-04,Pacers,,Sam Young,Ankle
2013-01-04,Raptors,,Linas Kleiza,Knee
2013-01-04,Wizards,,A.J. Price,Hand
2013-01-04,Wizards,,Trevor Ariza,Calf
2013-01-05,Bucks,,Sam Young,Ankle
2013-01-05,Cavaliers,,Samardo Samuels,Ankle
2013-01-05,Clippers,,Jamal Crawford,Foot
2013-01-05,Hawks,,Anthony Morrow,Hip
2013-01-05,Jazz,,Enes Kanter,Ankle
2013-01-05,Jazz,,Mo Williams,Thumb
2013-01-05,Kings,,Marcus Thornton ,Ankle
2013-01-05,Knicks,,Rasheed Wallace,Foot
2013-01-05,Magic,,E'Twaun Moore,Elbow
2013-01-05,Magic,,Gustavo Ayon,Thigh
2013-01-05,Spurs,,Stephen Jackson,Ankle
2013-01-05,Timberwolves,,Kevin Love,Hand/Finger
2013-01-05,Timberwolves,,Malcom Lee,Knee
2013-01-05,Timberwolves,,Ricky Rubio,Back
2013-01-06,Raptors,,Linas Kleiza,Knee
2013-01-06,Wizards,,A.J. Price,Hand
2013-01-06,Wizards,,Trevor Ariza,Calf
2013-01-07,Jazz,,Mo Williams,Thumb
2013-01-07,Knicks,,Rasheed Wallace,Foot
2013-01-07,Magic,,E'Twaun Moore,Elbow
2013-01-07,Magic,,Gustavo Ayon,Thigh
2013-01-07,Wizards,,Cartier Martin,Knee
2013-01-07,Wizards,,Jordan Crawford,Ankle
2013-01-07,Wizards,,Nene Hilario ,Knee
2013-01-08,Hawks,,Johan Petro,Back
2013-01-08,Lakers,,Dwight Howard,Shoulder
2013-01-08,Lakers,,Jordan Hill,Hip
2013-01-08,Lakers,,Pau Gasol,Head
2013-01-08,Timberwolves,,Kevin Love,Hand
2013-01-08,Timberwolves,,Malcom Lee,Knee
2013-01-09,Bulls,,Kirk Hinrich,Elbow
2013-01-09,Cavaliers,,C.J. Miles,Back
2013-01-09,Hawks,,Anthony Morrow,Hip
2013-01-09,Jazz,,Marvin Williams,Knee
2013-01-09,Lakers,,Dwight Howard,Shoulder
2013-01-09,Lakers,,Jordan Hill,Hip
2013-01-09,Lakers,,Pau Gasol,Head
2013-01-09,Magic,,E'Twaun Moore,Elbow
2013-01-09,Magic,,Gustavo Ayon,Thigh
2013-01-09,Magic,,Hedo Turkoglu,Hand
2013-01-09,Raptors,,Linas Kleiza,Knee
2013-01-09,Raptors,,Terrence Ross,Ankle
2013-01-09,Timberwolves,,Jose Barea ,Back
2013-01-09,Timberwolves,,Kevin Love,Hand
2013-01-09,Timberwolves,,Malcom Lee,Knee
2013-01-10,Cavaliers,,Anderson Varejao,Knee
2013-01-10,Knicks,,Rasheed Wallace,Foot
2013-01-11,Jazz,,Marvin Williams,Knee
2013-01-11,Knicks,,Marcus Camby,Foot
2013-01-11,Knicks,,Rasheed Wallace,Foot
2013-01-11,Lakers,,Dwight Howard,Shoulder
2013-01-11,Lakers,,Jordan Hill,Hip
2013-01-11,Lakers,,Pau Gasol,Head
2013-01-11,Nets,,Kris Humphries,Ankle
2013-01-11,Nets,,Mirza Teletovic,Ankle
2013-01-11,Raptors,,Linas Kleiza,Knee
2013-01-11,Timberwolves,,Jose Barea ,Back
2013-01-11,Timberwolves,,Kevin Love,Hand
2013-01-11,Timberwolves,,Lazar Hayward,Ankle
2013-01-11,Timberwolves,,Malcom Lee,Knee
2013-01-11,Warriors,,Andris Biedrins,Groin
2013-01-12,Grizzlies,,Quincy Pondexter,Knee
2013-01-12,Jazz,,Marvin Williams,Knee
2013-01-12,Magic,,Gustavo Ayon,Thigh
2013-01-12,Suns,,Jared Dudley,Wrist
2013-01-12,Timberwolves,,Malcom Lee,"Knee
Hip"
2013-01-12,Wizards,,Jordan Crawford,Ankle
2013-01-13,Knicks,,Marcus Camby,Foot
2013-01-13,Knicks,,Rasheed Wallace,Foot
2013-01-13,Lakers,,Pau Gasol,Head
2013-01-13,Nets,,Gerald Wallace,Ribs
2013-01-13,Thunder,,Thabo Sefolosha,Neck
2013-01-13,Timberwolves,,Kevin Love,Hand/Finger
2013-01-13,Timberwolves,,Malcom Lee,Knee
2013-01-13,Warriors,,Andris Biedrins,Groin
2013-01-14,Clippers,,Chris Paul,Knee
2013-01-14,Hawks,,DeShawn Stevenson,Knee
2013-01-14,Spurs,,Manu Ginobili,Hamstring
2013-01-14,Suns,,Jared Dudley,Wrist
2013-01-14,Suns,,Jermaine O'Neal,Back
2013-01-14,Wizards,,Jordan Crawford,Ankle
2013-01-14,Wizards,,Trevor Booker,Ankle
2013-01-15,Clippers,,Chris Paul,Knee
2013-01-15,Timberwolves,,Kevin Love,Hand
2013-01-16,Hornets,,Eric Gordon,Knee
2013-01-16,Raptors,,Linas Kleiza,Knee
2013-01-16,Warriors,,Stephen Curry,Ankle
2013-01-16,Wizards,,Jordan Crawford,Ankle
2013-01-16,Wizards,,Trevor Booker,Ankle
2013-01-17,Clippers,,Chris Paul,Knee
2013-01-17,Knicks,,Rasheed Wallace,Foot
2013-01-17,Timberwolves,,Kevin Love,Right hand
2013-01-17,Timberwolves,,Malcom Lee,Knee Hip
2013-01-18,76ers,,Kwame Brown,Sinus
2013-01-18,Celtics,,Avery Bradley,Ribs
2013-01-18,Grizzlies,,Zach Randolph,Lower back
2013-01-18,Hawks,,Al Horford,Hamstring
2013-01-18,Hawks,,DeShawn Stevenson,Knee
2013-01-18,Pacers,,Gerald Green ,Ankle
2013-01-19,Bulls,,Luol Deng,Hamstring
2013-01-19,Hornets,,Brian Roberts,Ankle
2013-01-19,Spurs,,Tim Duncan,Ankle
2013-01-19,Timberwolves,,Alexey Shved,Ankle
2013-01-19,Timberwolves,,Dante Cunningham,Ankle
2013-01-19,Timberwolves,,Kevin Love,Hand
2013-01-19,Timberwolves,,Nikola Pekovic,Quadricep
2013-01-19,Warriors,,David Lee,Ankle
2013-01-20,Raptors,,Linas Kleiza,Knee
2013-01-21,76ers,,Jason Richardson,Knee
2013-01-21,Bulls,,Luol Deng,Hamstring
2013-01-21,Cavaliers,,Anderson Varejao,Lung
2013-01-21,Hawks,,Devin Harris,Ankle
2013-01-21,Knicks,,Rasheed Wallace,Foot
2013-01-21,Timberwolves,,Alexey Shved,Ankle
2013-01-21,Timberwolves,,Kevin Love,Hand
2013-01-21,Timberwolves,,Nikola Pekovic,Quadricep
2013-01-22,76ers,,Jason Richardson,Knee
2013-01-22,Bucks,,Doron Lamb,Ankle
2013-01-22,Clippers,,Chris Paul,Kneecap
2013-01-23,Hawks,,Al Horford,Calf
2013-01-23,Hawks,,Devin Harris,Ankle
2013-01-23,Hawks,,Zaza Pachulia,Achilles
2013-01-23,Lakers,,Jordan Hill,Hip
2013-01-23,Timberwolves,,Alexey Shved,Ankle
2013-01-23,Timberwolves,,Kevin Love,Hand
2013-01-23,Timberwolves,,Nikola Pekovic,Quadricep
2013-01-24,Clippers,,Chris Paul,Kneecap
2013-01-24,Knicks,,Rasheed Wallace,Foot
2013-01-25,Bulls,,Luol Deng,Hamstring
2013-01-25,Grizzlies,,Quincy Pondexter,Knee
2013-01-25,Timberwolves,,Alexey Shved,Ankle
2013-01-25,Timberwolves,,Kevin Love,Hand/Finger
2013-01-25,Timberwolves,,Nikola Pekovic,Quadricep
2013-01-26,76ers,,Jason Richardson,Knee
2013-01-26,Bulls,,Luol Deng,Hamstring
2013-01-26,Cavaliers,,Luke Walton,Foot/ankle
2013-01-26,Clippers,,Chris Paul,Kneecap
2013-01-26,Raptors,,Linas Kleiza,Knee
2013-01-26,Timberwolves,,Alexey Shved,Ankle
2013-01-26,Timberwolves,,Kevin Love,Hand/finger
2013-01-26,Timberwolves,,Nikola Pekovic,Quadricep
2013-01-27,Celtics,,Rajon Rondo,Knee
2013-01-27,Clippers,,Chris Paul,Kneecap
2013-01-28,76ers,,Jason Richardson,Knee
2013-01-28,Grizzlies,,Mike Conley Jr.,Ankle
2013-01-28,Jazz,,Gordon Hayward,Shoulder
2013-01-28,Nets,,Tornike Shengelia,Head
2013-01-28,Nuggets,,Wilson Chandler,Groin
2013-01-28,Raptors,,Kyle Lowry,Back
2013-01-28,Raptors,,Linas Kleiza,Knee
2013-01-29,Cavaliers,,Daniel Gibson,Toe
2013-01-29,Cavaliers,,Luke Walton,Ankle
2013-01-29,Warriors,,Carl Landry,Shoulder
2013-01-29,Warriors,,Stephen Curry,Ankle
2013-01-30,76ers,,Jason Richardson,Knee
2013-01-30,Bobcats,,Tyrus Thomas,Knee
2013-01-30,Bulls,,Carlos Boozer,Hamstring
2013-01-30,Celtics,,Rajon Rondo,Knee
2013-01-30,Clippers,,Chris Paul,Kneecap
2013-01-30,Hornets,,Eric Gordon,Ankle
2013-01-30,Jazz,,Gordon Hayward,Shoulder
2013-01-30,Knicks,,Jason Kidd,Lower Back
2013-01-30,Magic,,Glen Davis,Foot
2013-01-30,Nuggets,,JaVale McGee,Tibia
2013-01-30,Raptors,,Linas Kleiza,Knee
2013-01-30,Raptors,,Mickael Pietrus,Knee
2013-01-30,Spurs,,DeJuan Blair,Knee
2013-01-30,Spurs,,Matt Bonner,Knee
2013-01-30,Wizards,,Bradley Beal,Wrist
2013-01-31,Mavericks,,Dirk Nowitzki,Adductor
2013-02-01,76ers,,Jason Richardson,Knee
2013-02-01,Bulls,,Carlos Boozer,Hamstring
2013-02-01,Bulls,,Joakim Noah,Foot
2013-02-01,Bulls,,Kirk Hinrich,Elbow
2013-02-01,Cavaliers,,Daniel Gibson,Toe
2013-02-01,Clippers,,Chris Paul,Knee
2013-02-01,Jazz,,Gordon Hayward,Shoulder
2013-02-01,Kings,,James Johnson,Sinus
2013-02-01,Lakers,,Dwight Howard,Shoulder
2013-02-01,Magic,,Glen Davis,Foot
2013-02-01,Mavericks,,Dirk Nowitzki,Adductor
2013-02-01,Raptors,,Linas Kleiza,Knee
2013-02-01,Timberwolves,,Kevin Love,Hand/Finger
2013-02-01,Wizards,,Bradley Beal,Wrist
2013-02-02,Blazers,,Wes Matthews Jr.,Ankle
2013-02-02,Bulls,,Carlos Boozer,Hamstring
2013-02-02,Bulls,,Joakim Noah,Foot
2013-02-02,Bulls,,Kirk Hinrich,Elbow
2013-02-02,Cavaliers,,Daniel Gibson,Toe
2013-02-02,Hawks,,Devin Harris,Foot
2013-02-02,Hornets,,Eric Gordon,Back
2013-02-02,Jazz,,Earl Watson,Leg
2013-02-02,Jazz,,Gordon Hayward,Shoulder
2013-02-02,Kings,,James Johnson,Sinus
2013-02-02,Magic,,Glen Davis,Foot
2013-02-02,Magic,,Jameer Nelson,Forearm
2013-02-02,Spurs,,Manu Ginobili,Hamstring
2013-02-02,Timberwolves,,Kevin Love,Right hand
2013-02-02,Wizards,,Bradley Beal,Wrist
2013-02-02,Wizards,,Trevor Booker,Wrist
2013-02-03,Clippers,,Chris Paul,Knee
2013-02-03,Lakers,,Dwight Howard,Shoulder
2013-02-03,Raptors,,Landry Fields,Back
2013-02-03,Raptors,,Linas Kleiza,Knee
2013-02-04,76ers,,Jason Richardson,Knee
2013-02-04,Bulls,,Joakim Noah,Foot
2013-02-04,Bulls,,Kirk Hinrich,Elbow
2013-02-04,Clippers,,Blake Griffin,Hamstring
2013-02-04,Clippers,,Chris Paul,Knee
2013-02-04,Jazz,,Earl Watson,Right leg
2013-02-04,Jazz,,Gordon Hayward,Shoulder
2013-02-04,Magic,,DeQuan Jones,Foot
2013-02-04,Magic,,Glen Davis,Foot
2013-02-04,Magic,,J.J. Redick,Shoulder
2013-02-04,Magic,,Jameer Nelson,Forearm
2013-02-04,Timberwolves,,Kevin Love,Hand
2013-02-04,Wizards,,Bradley Beal,Wrist
2013-02-04,Wizards,,Trevor Booker,Wrist
2013-02-05,76ers,,Thaddeus Young,Hamstring
2013-02-05,Hawks,,Devin Harris,foot
2013-02-05,Lakers,,Dwight Howard,Shoulder
2013-02-05,Nets,,Jerry Stackhouse,Neck
2013-02-05,Rockets,,Carlos Delfino,Elbow
2013-02-06,76ers,,Jason Richardson,Knee
2013-02-06,Bucks,,Luc Mbah a Moute,Knee
2013-02-06,Clippers,,Blake Griffin,Hamstring
2013-02-06,Clippers,,Chris Paul,Kneecap
2013-02-06,Clippers,,Jamal Crawford,Shoulder
2013-02-06,Hawks,,DeShawn Stevenson,Knee
2013-02-06,Jazz,,Earl Watson,Right Leg
2013-02-06,Jazz,,Gordon Hayward,Shoulder
2013-02-06,Lakers,,Pau Gasol,Foot
2013-02-06,Magic,,Glen Davis,Foot
2013-02-06,Magic,,J.J. Redick,Shoulder
2013-02-06,Nets,,Jerry Stackhouse,Neck
2013-02-06,Rockets,,Carlos Delfino,Elbow
2013-02-06,Spurs,,Manu Ginobili,Hamstring
2013-02-06,Timberwolves,,Andrei Kirilenko,Quadriceps
2013-02-06,Timberwolves,,Kevin Love,Hand
2013-02-06,Warriors,,Jarrett Jack,Shoulder
2013-02-06,Wizards,,Bradley Beal,Wrist
2013-02-06,Wizards,,Trevor Booker,Wrist
2013-02-07,Bulls,,Kirk Hinrich,Elbow
2013-02-07,Bulls,,Marco Belinelli,Ankle
2013-02-07,Hawks,,Lou Williams,Knee
2013-02-08,76ers,,Jason Richardson,Knee
2013-02-08,Bulls,,Kirk Hinrich,Elbow
2013-02-08,Jazz,,Earl Watson,Right Leg
2013-02-08,Jazz,,Gordon Hayward,Shoulder
2013-02-08,Magic,,Hedo Turkoglu,Ankle
2013-02-08,Magic,,J.J. Redick,Shoulder
2013-02-08,Nets,,Jerry Stackhouse,Neck
2013-02-08,Pacers,,Sam Young,Throat
2013-02-08,Raptors,,Linas Kleiza,Knee
2013-02-08,Spurs,,Manu Ginobili,Hamstring
2013-02-08,Timberwolves,,Andrei Kirilenko,Quadricep
2013-02-08,Timberwolves,,Kevin Love,Hand
2013-02-08,Warriors,,Jarrett Jack,Shoulder
2013-02-08,Wizards,,Jordan Crawford,Ankle
2013-02-08,Wizards,,Trevor Booker,Wrist
2013-02-09,Jazz,,Gordon Hayward,Shoulder
2013-02-09,Warriors,,Jarrett Jack,Shoulder
2013-02-10,Magic,,Hedo Turkoglu,Back
2013-02-10,Raptors,,Andrea Bargnani,Ankle
2013-02-10,Rockets,,Toney Douglas,Hip
2013-02-10,Spurs,,Manu Ginobili,Hamstring
2013-02-10,Thunder,,Kevin Martin,Ankle
2013-02-10,Timberwolves,,Andrei Kirilenko,Quadricep
2013-02-10,Timberwolves,,Jose Barea ,Foot
2013-02-10,Timberwolves,,Kevin Love,Hand
2013-02-11,Bulls,,Kirk Hinrich,Elbow
2013-02-11,Clippers,,Caron Butler,Lower Back
2013-02-11,Clippers,,Chauncey Billups,Back
2013-02-11,Hornets,,Eric Gordon,Knee
2013-02-11,Pacers,,Sam Young,Throat
2013-02-11,Spurs,, Tony Parker,Knee
2013-02-11,Spurs,,Manu Ginobili,Hamstring
2013-02-11,Timberwolves,,Andrei Kirilenko,Quadricep
2013-02-11,Timberwolves,,Kevin Love,Right hand
2013-02-11,Wizards,,Trevor Booker,Wrist
2013-02-12,Celtics,,Leandro Barbosa,Knee
2013-02-12,Jazz,,Gordon Hayward,Shoulder
2013-02-12,Nuggets,,Andre Iguodala,Cervical
2013-02-12,Nuggets,,Danilo Gallinari,Sinus
2013-02-12,Nuggets,,Wilson Chandler,Groin
2013-02-12,Rockets,,Toney Douglas,Hip Pointer
2013-02-13,Celtics,,Rajon Rondo,Knee
2013-02-13,Hornets,,Eric Gordon,Hand
2013-02-13,Jazz,,Gordon Hayward,Shoulder
2013-02-13,Nuggets,,Andre Iguodala,Cervical
2013-02-13,Nuggets,,Danilo Gallinari,Sinus
2013-02-13,Rockets,,Toney Douglas,Hip
2013-02-13,Timberwolves,,Andrei Kirilenko,Quadriceps
2013-02-13,Timberwolves,,Kevin Love,Hand
2013-02-13,Wizards,,Trevor Booker,Wrist
2013-02-19,Celtics,,Leandro Barbosa,Knee
2013-02-20,Bobcats,,Ben Gordon,Knee
2013-02-20,Celtics,,Leandro Barbosa,Knee
2013-02-20,Hornets,,Eric Gordon,Hand
2013-02-20,Hornets,,Eric Gordon,Ankle
2013-02-20,Timberwolves,,Kevin Love,Hand/Finger
2013-02-20,Rockets,,Toney Douglas,Hip
2013-02-21,Bulls,,Kirk Hinrich,Elbow
2013-02-22,Bulls,,Kirk Hinrich,Elbow
2013-02-22,Celtics,,Kevin Garnett,Ankle
2013-02-22,Magic,,Jameer Nelson,Knee
2013-02-22,Nets,,Jerry Stackhouse,Ankle
2013-02-22,Pistons,,Brandon Knight,Knee
2013-02-22,Raptors,,Terrence Ross,Stomach
2013-02-22,Spurs,,Stephen Jackson,Ankle
2013-02-22,Timberwolves,,Kevin Love,Hand
2013-02-23,Cavaliers,,Omri Casspi,Abdomen
2013-02-23,Magic,,Jameer Nelson,Knee
2013-02-23,Pistons,,Brandon Knight,"Knee
Ankle"
2013-02-23,Pistons,,Corey Maggette,Ankle
2013-02-24,Bulls,,Kirk Hinrich,Elbow
2013-02-24,Spurs,, Tony Parker,Triceps
2013-02-24,Timberwolves,,Kevin Love,Right hand
2013-02-24,Cavaliers,,Omri Casspi,Appendix
2013-02-24,Cavaliers,,Omri Casspi,Appendix
2013-02-25,Pistons,,Brandon Knight,"Knee
Ankle"
2013-02-25,Raptors,,Sebastian Telfair,Ankle
2013-02-26,Bulls,,Taj Gibson,Knee
2013-02-26,Cavaliers,,Kyrie Irving,Knee
2013-02-26,Cavaliers,,Omri Casspi,Appendix
2013-02-26,Clippers,,Eric Bledsoe,Calf
2013-02-26,Magic,,Jameer Nelson,Knee
2013-02-26,Timberwolves,,Kevin Love,Hand/Finger
2013-02-27,Cavaliers,,Kyrie Irving,Knee
2013-02-27,Cavaliers,,Omri Casspi,Appendix
2013-02-27,Hornets,,Anthony Davis,Shoulder
2013-02-27,Hornets,,Eric Gordon,Knee
2013-02-27,Jazz,,Paul Millsap,Ankle
2013-02-27,Magic,,Jameer Nelson,Patella
2013-02-28,Bulls,,Richard Hamilton,Back
2013-02-28,Bulls,,Taj Gibson,Knee
2013-02-28,Timberwolves,,Andrei Kirilenko,Calf
2013-02-28,Timberwolves,,Kevin Love,Hand
2013-03-01,Cavaliers,,Kyrie Irving,Knee
2013-03-01,Cavaliers,,Omri Casspi,Appendix
2013-03-01,Hornets,,Anthony Davis,Shoulder
2013-03-01,Hornets,,Jason Smith,Shoulder
2013-03-01,Jazz,,Al Jefferson,Ankle
2013-03-01,Jazz,,Paul Millsap,Ankle
2013-03-01,Magic,,Jameer Nelson,Patella
2013-03-01,Spurs,,Stephen Jackson,Ankle
2013-03-02,76ers,,Nick Young,Ankle
2013-03-02,Bulls,,Richard Hamilton,Lower back
2013-03-02,Raptors,,Rudy Gay,Back
2013-03-02,Spurs,, Tony Parker,Ankle
2013-03-02,Timberwolves,,Andrei Kirilenko,Calf
2013-03-02,Timberwolves,,Kevin Love,Right Hand/Finger
2013-03-02,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-03,76ers,,Nick Young,Foot
2013-03-03,Bulls,,Kirk Hinrich,Foot
2013-03-03,Grizzlies,,Zach Randolph,Ankle
2013-03-03,Magic,,Jameer Nelson,Patella
2013-03-04,Cavaliers,,Dion Waiters,Calf
2013-03-04,Cavaliers,,Omri Casspi,Appendix
2013-03-04,Cavaliers,,Tyler Zeller,Ankle
2013-03-04,Hawks,,Kyle Korver,Toe
2013-03-04,Hawks,,Zaza Pachulia,Achilles
2013-03-04,Jazz,,Al Jefferson,Ankle
2013-03-04,Timberwolves,,Andrei Kirilenko,Calf
2013-03-04,Timberwolves,,Kevin Love,Hand/Finger
2013-03-04,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-06,76ers,,Nick Young,Ankle
2013-03-06,Bulls,,Kirk Hinrich,Foot
2013-03-06,Cavaliers,,Daniel Gibson,Ankle
2013-03-06,Cavaliers,,Dion Waiters,Calf
2013-03-06,Cavaliers,,Omri Casspi,Appendix
2013-03-06,Grizzlies,,Darrell Arthur,Back
2013-03-06,Grizzlies,,Zach Randolph,Ankle
2013-03-06,Pistons,,Charlie Villanueva,Hamstring
2013-03-06,Pistons,,Greg Monroe,Ankle
2013-03-06,Timberwolves,,Andrei Kirilenko,Calf
2013-03-06,Timberwolves,,Kevin Love,Hand
2013-03-06,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-07,Bobcats,,Ramon Sessions,Knee
2013-03-07,Clippers,,Jamal Crawford,Ankle
2013-03-07,Hornets,,Austin Rivers,Hand
2013-03-07,Suns,,Marcin Gortat,Foot
2013-03-08,76ers,,Nick Young,Ankle
2013-03-08,Bulls,,Kirk Hinrich,Foot
2013-03-08,Cavaliers,,Daniel Gibson,Ankle
2013-03-08,Cavaliers,,Omri Casspi,Appendix
2013-03-08,Grizzlies,,Darrell Arthur,Neck
2013-03-08,Grizzlies,,Zach Randolph,Ankle
2013-03-08,Hawks,,Ivan Johnson,Finger
2013-03-09,Grizzlies,,Darrell Arthur,Back
2013-03-09,Grizzlies,,Zach Randolph,Ankle
2013-03-09,Timberwolves,,Andrei Kirilenko,Calf
2013-03-09,Timberwolves,,Kevin Love,Hand
2013-03-09,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-09,Warriors,,David Lee,Knee
2013-03-10,76ers,,Nick Young,Ankle
2013-03-10,Blazers,,Meyers Leonard,Ankle
2013-03-10,Blazers,,Victor Claver,Ankle
2013-03-10,Bucks,,J.J. Redick,Ankle
2013-03-10,Bulls,,Kirk Hinrich,Foot
2013-03-10,Cavaliers,,Omri Casspi,Appendix
2013-03-10,Clippers,,Jamal Crawford,Ankle
2013-03-10,Hornets,,Eric Gordon,Knee
2013-03-10,Raptors,,Rudy Gay,Back
2013-03-10,Timberwolves,,Andrei Kirilenko,Calf
2013-03-10,Timberwolves,,Kevin Love,Hand
2013-03-10,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-11,76ers,,Nick Young,Ankle
2013-03-11,Cavaliers,,Kyrie Irving,Shoulder
2013-03-11,Pistons,,Jason Maxiell,Ankle
2013-03-12,Blazers,,Victor Claver,Ankle
2013-03-12,Bobcats,,DeSagana Diop,Knee
2013-03-12,Cavaliers,,Omri Casspi,Appendix
2013-03-12,Celtics,,Paul Pierce,Ankle
2013-03-12,Grizzlies,,Darrell Arthur,Back
2013-03-12,Hornets,,Ryan Anderson,Ankle
2013-03-12,Spurs,,Kawhi Leonard,Knee
2013-03-12,Timberwolves,,Andrei Kirilenko,Quadricep
2013-03-12,Timberwolves,,Kevin Love,Hand
2013-03-12,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-13,Bulls,,Kirk Hinrich,Foot
2013-03-13,Clippers,,Caron Butler,"Calf
Elbow"
2013-03-13,Grizzlies,,Darrell Arthur,Back
2013-03-13,Hawks,,Jeff Teague,Ankle
2013-03-13,Hawks,,Josh Smith,Knee
2013-03-13,Kings,,DeMarcus Cousins,Thigh
2013-03-13,Pistons,,Brandon Knight,Ankle
2013-03-13,Rockets,,Tim Ohlbrecht,Ankle
2013-03-13,Timberwolves,,Andrei Kirilenko,Quadriceps
2013-03-13,Timberwolves,,Kevin Love,Hand
2013-03-13,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-13,Wizards,,A.J. Price,Groin
2013-03-14,Knicks,,Tyson Chandler,Knee
2013-03-14,Lakers,,Kobe Bryant,Ankle
2013-03-15,Bulls,,Kirk Hinrich,Foot
2013-03-15,Cavaliers,,Wayne Ellington,Ankle
2013-03-15,Grizzlies,,Darrell Arthur,Back
2013-03-15,Rockets,,Tim Ohlbrecht,Ankle
2013-03-15,Thunder,,Hasheem Thabeet,Lower back
2013-03-15,Timberwolves,,Andrei Kirilenko,Quadricep
2013-03-15,Timberwolves,,Kevin Love,Right Hand/Finger
2013-03-15,Timberwolves,,Nikola Pekovic,Abdomen
2013-03-15,Wizards,,A.J. Price,Groin
2013-03-16,Blazers,,Victor Claver,Ankle
2013-03-16,Celtics,,Kevin Garnett,Abductor
2013-03-16,Grizzlies,,Darrell Arthur,Back
2013-03-16,Grizzlies,,Tony Wroten Jr.,Head
2013-03-16,Pistons,,Brandon Knight,Ankle
2013-03-16,Wizards,,A.J. Price,Knee
2013-03-16,Wizards,,Trevor Ariza,Knee
2013-03-17,Kings,,DeMarcus Cousins,Quadriceps
2013-03-17,Knicks,,Tyson Chandler,Neck
2013-03-17,Lakers,,Kobe Bryant,Ankle
2013-03-17,Mavericks,,Rodrigue Beaubois,Hand
2013-03-17,Thunder,,Hasheem Thabeet,Back
2013-03-17,Timberwolves,,Kevin Love,Right hand
2013-03-18,76ers,,Andrew Bynum,Knees
2013-03-18,Bulls,,Kirk Hinrich,Foot
2013-03-18,Celtics,,Kevin Garnett,Abductor
2013-03-18,Grizzlies,,Darrell Arthur,Back
2013-03-18,Hornets,,Eric Gordon,Knee
2013-03-18,Knicks,,Tyson Chandler,Neck
2013-03-18,Lakers,,Kobe Bryant,Ankle
2013-03-18,Mavericks,,Rodrigue Beaubois,Hand
2013-03-18,Nets,,Keith Bogans,Ankle
2013-03-18,Nets,,Kris Humphries,Lower back
2013-03-18,Pistons,,Brandon Knight,Ankle
2013-03-18,Timberwolves,,Kevin Love,Hand
2013-03-19,Cavaliers,,Dion Waiters,Knee
2013-03-19,Magic,,Al Harrington,Ankle
2013-03-20,Bobcats,,Brendan Haywood,Ankle
2013-03-20,Cavaliers,,Dion Waiters,Knee
2013-03-20,Clippers,,Chauncey Billups,Hamstring
2013-03-20,Grizzlies,,Darrell Arthur,Back
2013-03-20,Knicks,,Tyson Chandler,Neck
2013-03-20,Magic,,Nikola Vucevic,Head
2013-03-20,Nets,,Kris Humphries,Lower Back
2013-03-20,Wizards,,Emeka Okafor,Ankle
2013-03-20,Mavericks,,Shawn Marion,Calf
2013-03-21,Bobcats,,Brendan Haywood,Foot
2013-03-21,Nuggets,,Ty Lawson,Heel
2013-03-21,Timberwolves,,Kevin Love,Hand/Finger
2013-03-22,Cavaliers,,Dion Waiters,Knee
2013-03-22,Knicks,,Tyson Chandler,Neck
2013-03-22,Magic,,Nikola Vucevic,Head
2013-03-22,Pistons,,Brandon Knight,Ankle
2013-03-22,Raptors,,Sebastian Telfair,Knee
2013-03-22,Rockets,,Tim Ohlbrecht,Ankle
2013-03-22,Suns,,Jared Dudley,Stomach
2013-03-22,Suns,,Jermaine O'Neal,Calf
2013-03-22,Wizards,,Bradley Beal,Ankle
2013-03-22,Wizards,,Emeka Okafor,Ankle
2013-03-23,Bobcats,,Brendan Haywood,Foot
2013-03-23,Bulls,,Joakim Noah,Foot
2013-03-23,Celtics,,Courtney Lee,Ankle
2013-03-23,Celtics,,Kevin Garnett,Ankle
2013-03-23,Grizzlies,,Marc Gasol,Abdomen
2013-03-23,Knicks,,Tyson Chandler,Neck
2013-03-23,Magic,,Arron Afflalo,Hamstring
2013-03-23,Nuggets,,Ty Lawson,Heel
2013-03-23,Raptors,,Rudy Gay,Back
2013-03-23,Raptors,,Sebastian Telfair,Knee
2013-03-23,Wizards,,Bradley Beal,Ankle
2013-03-23,Wizards,,Trevor Ariza,Ankle
2013-03-24,Bobcats,,Josh McRoberts,Shoulder
2013-03-24,Bulls,,Joakim Noah,Foot
2013-03-24,Bulls,,Marco Belinelli,Abdomen
